code,author,sample_id
"void main()
 {int a[10][10],t[10][10],n,m,i,j;
  printf (""Enter numbers of rows:"");
  scanf (""%d"",&n);
  printf (""Enter numbers of columns:"");
  scanf (""%d"",&m);
  printf(""Enter elements:"");
  for(i=0;i<n;i++)            
   {for(j=0;j<m;j++)
     {  scanf(""%d"",&a[i][j]);
      }
    }
  printf(""\n Array is:\n"");
  for(i=0;i<n;i++)          
   {for(j=0;j<m;j++)
     {  printf(""\t %d"",a[i][j]);
      }
      printf(""\n"");
    }
  printf(""\n"");  
  for(i=0;i<n;i++)         
   {for(j=0;j<m;j++)
     {   t[j][i]=a[i][j];
      }
    }
  printf(""\n Its transpose:\n"");
  for(i=0;i<n;i++)           
   {for(j=0;j<m;j++)
     {  printf(""\t %d"",t[i][j]);
      }
    printf(""\n"");
    }
  }
  
                                                                      
 
  
  

                                       
",10,24
"typedef struct student
{
    int rollno;
    char name[30];
    float grade;
}class;
int main()
{
    int n;
    scanf(""%d"",&n);
    if(n<1)
    {
        printf(""ERROR"");
        exit(1);
    }
    class arr[n],t;
    
    for (int i = 0; i < n; i++)
    {
        scanf(""%d"",&arr[i].rollno);
        for(int j=0;j<30;j++) arr[i].name[j]=' ';
        gets(arr[i].name);
        
        
        scanf(""%f"",&arr[i].grade);
    }
    
    for (int i = 0; i < n-1; i++)
    {
        for (int j = 0; j < n-1; j++)
        {
            if(arr[j+1].grade > arr[j].grade)
            {
                t=arr[j];
                arr[j]=arr[j+1];
                arr[j+1]=t;
            }
        }
    }
    
    printf(""Merit List: \n"");
    for (int i = 0; i < n; i++)
    {
        printf(""%d "",arr[i].rollno);
        printf(""%-30s"",arr[i].name);
        printf("" %.2f\n"",arr[i].grade);
    }
    return 0;
}",11,25
"#define     MAX 20                      
void inputArray(int arr[], int len) {   
    int i;
    for (i = 0; i < len; i++) {
        scanf(""%d"", &arr[i]);
    }
}
int search(int arr[],int n,int val)
{
    for(int i=0;i<n;i++)
    {
        printf(""Pass %d: Comparing %d with %d\n"",i,arr[i],val);
        if(arr[i]==val)
            return i;
    }
    return -1;
}
int main() {
    int arr[MAX], n, val, pos;
    scanf(""%d"", &n);                    
    if (n<=0) {
            printf(""ERROR: Empty list\n"");
            exit(EXIT_FAILURE);
    }
    inputArray( arr, n );             
    scanf(""%d"", &val);                
    pos = search(arr, n, val); 
    if (pos != -1)
        printf(""Position of %d: %d\n"", val, pos);
    else
        printf(""All checked: %d not found\n"", val);
    return 0;
}
",11,26
"typedef struct node 
{ 
    int key; 
    struct node *left, *right; 
}list;
list *newNode(int item) 
{ 
    list *temp = (list *)malloc(sizeof(list)); 
    temp->key = item; 
    temp->left = temp->right = NULL; 
    return temp; 
} 
list* rec_insert(list* node, int key) 
{ 
    if (node == NULL) 
    return newNode(key); 
    if (key < node->key) 
        node->left = rec_insert(node->left, key); 
    else if (key > node->key) 
        node->right = rec_insert(node->right, key); 
    return node; 
}
list *insert(list* root, int n)
{
    list **temp=&root;
    while(*temp!=NULL)
    {
        if(n < (*temp)->key) temp=&(*temp)->left;
        else temp=&(*temp)->right;
    }
    *temp=newNode(n);
    return root;
}
void inorder(list *root) 
{ 
    if (root != NULL) 
    { 
        inorder(root->left); 
        printf(""%d \n"", root->key); 
        inorder(root->right); 
    } 
}
void preorder(list *root)
{
    if (root != NULL)
    {
        printf(""%d \n"", root->key); 
        preorder(root->left);
        preorder(root->right);
    }
}
void postorder(list *root)
{
    if (root != NULL)
    {
        postorder(root->left);
        postorder(root->right);
        printf(""%d \n"", root->key); 
    }
}
int main() 
{ 
    int ch;
    list* root=NULL;
    while(1)
    {
        printf(""\n"");
        printf(""1. Insertion Using Recursive Function\n"");
        printf(""2. Insertion Using Iterative Function\n"");
        printf(""3. In-order Traversal  using a Recursive Function\n"");
        printf(""4. Pre-order Traversal  using a Recursive Function\n"");
        printf(""5. Post-order Traversal  using a Recursive Function\n"");
        printf(""6. Exit\n"");
        printf(""Enter your choice: "");
        scanf(""%d"",&ch);
        if (ch==1)
        {
            int n;
            printf(""Enter the element: "");
            scanf(""%d"",&n);
            root=rec_insert(root,n);
            printf(""%d inserted in Binary Tree\n"",n);
        }
        else if(ch==2)
        {
            int n;
            printf(""Enter the element: "");
            scanf(""%d"",&n);
            root=insert(root,n);
            printf(""%d inserted in Binary Tree\n"",n);
        }
        else if(ch==3)
        {
            printf(""IN-ORDER\n"");
            inorder(root);
        }
        else if(ch==4)
        {
            printf(""PRE-ORDER\n"");
            preorder(root);
        }
        else if(ch==5)
        {
            printf(""POST-ORDER\n"");
            postorder(root);
        }
        else if(ch==6)
        {
            printf(""Thank You.\n"");
            break;
        }
        else
            printf(""Invalid Choice.\n"");
    }
    return 0; 
}",11,27
"#define MAX 50
typedef struct bs_tree{
    int data;
    struct bs_tree *left, *right;
}BS_TREE; 
typedef struct queue{
   BS_TREE *elements[MAX];
    int front, rear; 
}QUEUE;
void initialiseQueue (QUEUE *aq){
    aq->front =-1; 
    aq->rear =-1;
}
void addQueue (BS_TREE * at, QUEUE *aq){

    if (aq->rear == MAX-1)
        exit(0); 
 
    else
        aq->elements [++(aq->rear)]=at;

}
BS_TREE* deleteQueue (QUEUE *aq){
     BS_TREE *p;
    
    if (aq->front != aq->rear){
        p= aq->elements [++(aq->front)];
        if (aq->front == aq->rear)
        
        initialiseQueue (aq);
        return p; 
    }
    else 
        return NULL; 
}
int  isEmptyQueue (QUEUE q) {
    return (q.front == -1);
}
void initialise_tree (BS_TREE **aar){
        *aar = NULL;
}
void rec_insert (BS_TREE **aar, int n){
    if (*aar == NULL){
       *aar=(BS_TREE *)malloc(sizeof(BS_TREE));
        (*aar)->data=n;
        (*aar)->left=(*aar)->right=NULL;
    } 
    else if (n<(*aar)->data)
        rec_insert(&((*aar)->left), n); 
    else
        rec_insert(&((*aar)->right), n); 
}
void level_order_Traversal (BS_TREE *ar){
    QUEUE q;
    BS_TREE *ptr;
    
    initialiseQueue (&q);
    
    addQueue (ar, &q);
        
    while (! isEmpty(q)){
            
        ptr = deleteQueue (&q);
            
        if ( ptr->left != NULL ) 
            addQueue (ptr->left, &q);
            
        if ( ptr->right != NULL ) 
            addQueue (ptr->right, &q);
        printf(""\t %d"", ptr->data);            
    }
}",11,28
"void StrcatX(char *Src, char *Dest)
{
    if( (Src == NULL) || (Dest == NULL)   )
    {
        return;
    }
    
    
  
    while(*Src != '\0')    
    {
        Src++;               
    }

   
    *Src=' ';
    Src++;

   while(*Dest != '\0')
   {
       *Src = *Dest;
       Dest++;
       Src++;
   }
    
    *Dest = '\0';
}

int main()
{
    char arr[30] = {'\0'};   

    char brr[30] = {'\0'};   
    
    printf(""Please enter first string\n"");
    scanf(""%[^'\n']s"",arr);
    
    printf(""Please enter second string\n"");
    scanf("" %[^'\n']s"",brr);
        
    StrcatX(arr,brr);       
    
    printf(""String after concatination %s\n"",arr);
    
    return 0;
}

",12,29
"typedef int BOOL;
# define TRUE 1
#define FALSE 0

BOOL CheckBit(int iNo)
{
    int iMask = 0X00800000;
    
    int iResult = 0;
    if(iNo < 0)
    {
        iNo = -iNo;
    }
    iResult = iNo & iMask;
    
    if(iResult == iMask)
    {
        return TRUE;
    }
    else
    {
        return FALSE;
    }
}
int main()
{
    int iNo = 0;
    BOOL bRet = FALSE;
    
    printf(""Enter number\n"");
    scanf(""%d"",&iNo);
        
    bRet = CheckBit(iNo);
    if(bRet == TRUE)
    {
        printf(""Fourth bit is on\n"");
    }
    else
    {
        printf(""Fourth bit is Off\n"");
    }
    return 0;
}
















",12,30
"int CountVowels(char str[])
{
    int iCnt = 0, i = 0;
    
    if(str == NULL)
    {
        return -1;
    }
    
    while(str[i] != '\0')
    {
        if(
           (str[i] == 'a') || (str[i] == 'A') || (str[i] == 'e') || (str[i] == 'E') || (str[i] == 'i') || (str[i] == 'I') || (str[i] == 'o')||(str[i] == 'O') || (str[i] == 'u')||(str[i] == 'U') )
        {
            iCnt++;
        }
        i++;
    }
    
    return iCnt;
}

int main()
{
    char arr[30];
    int iRet = 0;
    
    printf(""Please enter the string\n"");
 
    scanf(""%[^'\n']s"",arr);
    
    iRet = CountVowels(arr);
    
    printf(""Total number vowels are %d\n"",iRet);
    
    return 0;
}
",12,31
"typedef int BOOL;
# define TRUE 1
#define FALSE 0

BOOL CheckBit(int iNo, int iPos)
{
    int iMask = 0x00000001;
    
    int iResult = 0;
    if(iNo < 0)
    {
        iNo = -iNo;
    }
    
    if((iPos < 1) || (iPos > 32))
    {
        return FALSE;
    }
    
    iMask = iMask << (iPos -1);
    
    iResult = iNo & iMask;
    
    if(iResult == iMask)
    {
        return TRUE;
    }
    else
    {
        return FALSE;
    }
}
int main()
{
    int iNo = 0, iPos;
    BOOL bRet = FALSE;
    
    printf(""Enter number\n"");
    scanf(""%d"",&iNo);
    
    printf(""Enter the position\n"");
    scanf(""%d"",&iPos);
        
    bRet = CheckBit(iNo,iPos);
    if(bRet == TRUE)
    {
        printf(""Bit is on\n"");
    }
    else
    {
        printf(""Bits is Off\n"");
    }
    return 0;
}


",12,32
"#include ""sort.h""



void cocktail_sort_list(listint_t **list)
{
    listint_t *recorro, *temp;

    if (!list || *list == NULL)
        return;

    if ((*list)->next == NULL)
        return;

    temp = (*list)->next;
    while (temp != NULL)
    {
        recorro = *list;
        while (recorro->next != NULL)
        {
            if (recorro->n > recorro->next->n)
            {
                swap(recorro->next, recorro, list);
                print_list(*list);
            }
            else
                recorro = recorro->next;
        }
        while (recorro->prev != NULL)
        {
            if (recorro->n < recorro->prev->n)
            {
                swap(recorro, recorro->prev, list);
                print_list(*list);
            }
            else
                recorro = recorro->prev;
        }
        temp = temp->next;
    }
}


listint_t **swap(listint_t *temp_sort, listint_t *swapper, listint_t **list)
{
    listint_t *aux_prev, *aux_next = temp_sort->next;

    if (temp_sort->next == NULL && swapper->prev == NULL)
    {
        temp_sort->next = temp_sort->prev;
        temp_sort->prev = NULL;
        swapper->prev = swapper->next;
        swapper->next = NULL;
        *list = temp_sort;
    }
    else if (swapper->prev == NULL)
    {
        temp_sort->prev = NULL;
        temp_sort->next = swapper;
        swapper->prev = temp_sort;
        swapper->next = aux_next;
        aux_next->prev = swapper;
        *list = temp_sort;
    }
    else if (temp_sort->next == NULL)
    {
        aux_prev = swapper->prev;
        aux_prev->next = temp_sort;
        temp_sort->prev = aux_prev;
        temp_sort->next = swapper;
        swapper->prev = temp_sort;
        swapper->next = NULL;
    }
    else
    {
        aux_prev = swapper->prev;
        aux_prev->next = temp_sort;
        temp_sort->prev = aux_prev;
        temp_sort->next = swapper;
        swapper->next = aux_next;
        swapper->prev = temp_sort;
        aux_next->prev = swapper;
    }
    return (list);
}
",13,33
"int main(int argc, char *argv[]) {
    int rank, 
    size; 

    MPI_Init(&argc, &argv); 

    MPI_Comm_size(MPI_COMM_WORLD, &size); 
    MPI_Comm_rank(MPI_COMM_WORLD, &rank); 

    int localData[2];
    int resultSum[2];
    int resultProd[2];

    for(int i = 0; i < 2; i++){
        localData[i] = rank+1;
    }

    MPI_Reduce(localData, resultSum, 2, MPI_INT, MPI_SUM, 0, MPI_COMM_WORLD);
    MPI_Reduce(localData, resultProd, 2, MPI_INT, MPI_PROD, 0, MPI_COMM_WORLD);

    MPI_Barrier(MPI_COMM_WORLD);

    if(rank == 0){
        printf(""El resultado de la suma de los arrays es: %d, %d.\n"", resultSum[0], resultSum[1]);
        printf(""El resultado del producto de los arrays es: %d, %d.\n"", resultProd[0], resultProd[1]);
    }

    MPI_Finalize();

    return 0;
} ",14,34
"#define SIZE 11

void okuYaz (void);

int main()
{
   okuYaz();

   return 0;

}

void okuYaz (void)
{
    int num[SIZE], i;

    printf(""%s"",""okul numaranÄ±zÄ± giriniz:"");
    
    for(i=0;i<SIZE;i++)
        scanf(""%d"",&num[i]);

    printf(""%s\n"",""okul numaranÄ±z:"");

    for(i=0;i<SIZE;i++)
        printf(""%d"",num[i]);
}",15,35
"int main ()
{
    int a,b,c;
    
    printf(""bir sayÄ± giriniz:"");
    scanf(""%d"",&a);
    
    
    printf(""bir sayÄ± giriniz:"");
    scanf(""%d"",&b);


    printf(""bir sayÄ± giriniz:"");
    scanf(""%d"",&c); 
    
    
    if(a<=b && a<=c) 
    {
            printf(""a b ve c ye eÅit veya kÃ¼Ã§Ã¼ktÃ¼r"");
        }
    
    
    if(a>=b && a>=c)
        {
            printf(""a b ve c ye eÅit veya bÃ¼yÃ¼ktÃ¼r"");
        }
    
    return 0;
    
    
    }
",15,36
"int main ()

{
    
    
    
    
    int secim ;
    
    printf(""1 giriniz"");
    scanf(""%d"",&secim);
    
    switch(secim)
    {
        
        case(1):
            {
                int k=10;
                
                printf(""bÃ¶lÃ¼m:%d "",k/0);
                
            }
            
            break;
            
            
            default:
                printf(""sayÄ±n kullanÄ±cÄ± neden 1 girmiyorsun ayÄ±p deÄil mi"");
        
    }
    
    
    
    return 0;
        
        
        
    
    
    
    
    
    
    
    
    
    
    
    
    
    }
",15,37
"#define inf 9999
void matrix_chain_multiplication(int p[11],int n,int M[11][11],int S[11][11])
{
 int i,j,k,l,q;
 for(l=2;l<=n;l++)
 {
  for(i=1;i<=n-l+1;i++)
  {
   j=i+l-1;
   M[i][j]=inf;
   for(k=i;k<=j-1;k++)
   {
    q=M[i][k]+M[k+1][j]+p[i-1]*p[k]*p[j];
    if(q<M[i][j])
    {
     M[i][j]=q;
     S[i][j]=k;
    }
   }
  }
 }
}

void putdata(int A[11][11],int row,int column)
{
 int i,j;
 for(i=1;i<=row;i++)
 {
   for(j=1;j<=column;j++)
   {
    printf(""%d\t"",A[i][j]);
   }
   printf(""\n"");
 }
}
void main()
{
 int M[11][11],S[11][11],i,j,n,p[11];
 for(i=0;i<=10;i++)
 {
  for(j=0;j<=10;j++)
  {
   M[i][j]=0;
   S[i][j]=0;
  }
   p[i]=0;
 }
 printf(""Enter the total number of matrices:"");
 scanf(""%d"",&n);
 printf(""Enter the chain of matrices:"");
 for(i=0;i<=n;i++)
  scanf(""%d"",&p[i]);
 matrix_chain_multiplication(p,n,M,S);
 printf(""\nResult\n"");
 putdata(M,n,n);
 printf(""\nResult\n"");
 putdata(S,n,n);
}
",16,38
